행 ㅡㅡㅡㅡㅡ복  영상이 마음에 드셨다면 구독과 좋아요! 알림설정!  (베트남여행중이라  하트및 답글 못달아드려도 이해부탁드립니다..! 숙소에서 틈틈히달아드리겠습니다!)
♡
왘ㅋㅋ편집보소
개리형.. 안이 요즘 일이바빠서 자주 못봤는데 곧20만..축하해요
원래 정글하는애들 정글만 스펠 바꾸는 애들 많던데
테스터훈 장인초대석 제보해주시면안되나요?
제가 좋아하는 두 유투버 케미 보고싶습니다
예고편 브금이 익숙하다..
마지막에 브금 뭐에요?
요즘 편집되게 재밋네ㅋㅋㅋㅋㅋ
역시 브실골플다마 개인 클라스 차이가 없고 오로지 팀운이전부인  게임 그 이름 롤
템파는거 어디서 본거같은데? 이쯤되면 라이엇 버그인가?
형 저도 정글할때는 점멸을 F로 하고 다른라인은 D로해요.
훈련소 끝나니까 19만 됐네 형님 저 일병달기전에 20만 찍으십쇼
정보 칸도 강타들땐 f점멸이다
형 오른 정글해줘
인기급상승은 좋은데 34위 ㅋㅋㅋㅋㅋ
아 섹스~!!~!~~!@~@@~@~!
9:26 칸형도 D 점멸인데 정글글땐 F  점멸이야..
근데 라이엇 개ㅂㅅ이라 저런거 죽어도안잡음
좋은추억 만들고와유 형
피즈장인 딱봐도 이성진아니냐?
형님 요즘 베트남도 와이파이 잘돼있어서 하트 주실수 있을텐데...흠...
다음화 빨리 보고 싶다 ㅋㅋ
불매운동 ㅋㅋㅋㅋ
이야 저건 아니지...실버-->마스터? 한번 다시 태어나거나 진짜 먹고자고 롤만해야가능한일이다..고로 대리!!
아니 이형은 딱히 영상각 잡으려고 억지부리거나 무리할 필요가 없어 ㅋㅋㅋㅋ 만나는 팀마다 레전드 영상각을 만들어줘서
요우무를 이시국에사면안되긴하지
내가 20만 그냥갈수있다고말했잔아 형~
테스터훈 장인을 만나다 신청해주셔서 꼭 출현부탁드립니다!!제바루ㅜ
솔랭안하고 일반겜만 돌려쓰는아이디로 솔랭돌리니까 나보고대리라고 겜던진다하던데 애들이 이상한거아님? 
심지어 솔랭한판도안하고 배치인데 닷지오지게남 ㅋㅋ
100만가즈아!!!
하트줘여 개리형형
유성은별로인가 콩콩이대신
칸도 바꾸는데..
개리형은 진짜 멋졍! 이제야 구독눌러서 미안해..
형 저 베트남 살고 있는 학생인데 볼 기회 없는건가요 ㅠㅜ 진짜 저한텐 아이돌 급인데 ㅠ
누가바도 자르반 대리 ^^;
나라카일 만난게 잘못입죠!!
개리형 멘탈보소 나였으면 키보드부수고 자르반뚝배기깨러간다
형 나 베트남 사는데 진짜 보고싶다
오니?... ㄷㄱㄷㄱ
형 한걸음이 아니지 10000걸음이잖아 
하나하나가 중요하잖아??
아진짴ㅋㅋㅋㅋ 다음영상 너무 기대된다
너무 짜릿햌ㅋㅋㅋㅋㅋㅋ
형님 저는 군대로 여행을 떠날때 형은 베트남으로 가셨네요.. 잘 놀다가 안전하게 귀국하세요💕 오늘 영상도 꿀잼이였습니다!! 미리 20만 구독자 축하드려용
개리형 즈피 저사람 피즈장인임 용주TV 검색고우고우
리쌍 개리인줄 알아써여..
즈피 저분 유명한 피즈장인인데
대리불법인데흠개리형힘내ㅎ
이게 게임이지
급상승 ㅊㅎㅊㅎ
편집 개잘해 ㅋㅋㅋㅋㅋㅋ 다음화 너무 궁금
얼굴에서 빛이나는데;;?
ㄹㅇ 이번편 찐텐으로 웃었다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ새루님의 다급함이 개웃기네
개리형 구독자 몇천명일때부터 본거같은데 벌써 20만니 코앞이네 내가다 뿌듯하다
개리형 멘탈이 좋은 이유가 부처 닮아서 그런가 봐
형 난 고춘이가 자랑스러워 형은 예능인이야 ㅎㅎ 다시 고춘이로 돌아와줘
리그 오브 레전드 디스 이스 마스터 티어!!!
뽀큐!!!
진짜 요즘 롤하기 싫음... 오른 팀운 미침
용주님 피즈로 마스터 가신건뎅   용주❤️
방송을 안봐서 몰랐는데 유튜브보니까 넘 재미써요 ㅎㅎ 구독은 곧 할깨요
아니 영상을 이렇게 끊어버리네 다음꺼 가져와
못달아주신다면서 달아주는 그는 대체..... 그저 빛인가?
와; 오른 올스킨; 미쳤네
형 그래서 나는 절대 랭겜 안해...내가 못하는것도 있지만 스트레스 받아 ㅠ
이제 한 걸음만 더 가면 구독자 맨 앞자리 수가 바뀐당 한 자리 더 늘어날 때까지 화이팅!
와우... 실골플 보다 더심한거 같은데...ㅋㅋ
대리 심각하다진짜
ㅋㅋㅋㅋㅋ 진짜 개리형은 ㄹㅇ 고통받는게 개꿀잼~!
어디에도 있고 어디에도 없다....트롤
멘탈 에어본 ㅆㅅㅌㅊ
횽아 20만 미리 축하해~
미친 나라카일?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋㅋㅋ
인간은 다 똑같네
ㅈㅍㅋㅋㅋㅋ 개욱기네
마스터에도 저런 애들 천지인데 밑에는.. 상상도 하기 싫네요
형꺼보고 오른으로 라인전은 진짜 져본적이 손에꼽는데 이상하게 나는 한타를 잘 못하겠어 ㅠㅠ
개리형 베트남 여행 어디로 갔나요? 
제가 벳남 살아서.. 실물 영접 넘 해보고싶넹 ㅋㅎㅋㅎㅋ
개리형 영상 간간히 재밌게 보다가 한걸음 남았다고 하셔서 구독 한걸음 보태봅니다 ㅎㅎ 화이팅
오니?
오늘도힘내는 그의 팀운....
마스터도 비인간이 있긴하군요...
형 웃을때 타인은 지옥이다 나오는 키위 닳앗...
베트남 잘갓다오세용~
오른은 인생챔이네 인생망치는
새삼 느끼는건데 편집자 편집 ㅈㄴ잘한다 ㄹㅇ
3:37 구구?했는데 나라카일..
???: 1:12
ㅋㅋㅋㅋㅋ
우리형(?) 20만 가자~~
영상 올라와서 놀랐네 여행갔으면 유튜브 올리지말고 좀 놀지
리븐이 이해간다. 요즘애들은 겸손이란걸 안배우나?
요즘 개리형 나만 ㅈㄴ 재밋냩ㅌㅌㅌ
형 여행중에도 영상 올라오는거야?
마스터 티어에 트롤이없으면 개리형이 다이아일리가없지
형형 혹시 헤카림상대법이있을까?
